batch_id,timestamp,n_assignments,n_customers,n_agents,avg_csat,std_csat,avg_aht,std_aht,sla_met_rate,avg_skill_match,min_csat,max_csat,assignments_voice,assignments_chat,assignments_email,gini_coefficient
19,2025-11-04T07:45:59.489208,7,48,30,0.42401476224686113,0.19387247242982,7.011660786923538,1.3979924647599382,0.7142857142857143,0.4605207593138657,0.0,0.5945848327095226,,2.0,5.0,0.031746031746031855
20,2025-11-04T07:45:59.519981,6,48,30,0.3791050159843203,0.18791516078742868,7.83973647043871,3.451996160750363,0.6666666666666666,0.5139909082585046,0.12783610968895834,0.6026674564891195,1.0,1.0,4.0,0.23015873015873
21,2025-11-04T07:45:59.551810,5,47,30,0.30821592540310616,0.14933752389191393,10.524401441061158,4.495781706739863,0.4,0.29455781835563477,0.1569142770264903,0.5216561512535718,,3.0,2.0,0.06666666666666665
22,2025-11-04T07:45:59.582659,7,48,30,0.44410035248776786,0.2552272193786649,7.3132016767257735,3.798428620532578,0.42857142857142855,0.4387125626684875,0.1505280132128821,0.8143309677993129,1.0,4.0,2.0,0.14906832298136652
23,2025-11-04T07:45:59.606386,9,39,30,0.40401444109104045,0.26793564786348173,5.951608680431421,2.39139416688657,0.5555555555555556,0.46730183908255657,0.118944917012646,0.8438525461916915,2.0,3.0,4.0,0.17624521072796928
24,2025-11-04T07:45:59.631908,5,37,30,0.3922303183135522,0.21311463938777633,5.9957108363748635,4.265356367415278,0.4,0.5151661608556739,0.005942187064660362,0.5668234441490363,1.0,2.0,2.0,0.21176470588235308
25,2025-11-04T07:45:59.667023,2,52,30,0.5218891475718952,0.29115591504113364,6.188556465755644,3.104865515525281,0.0,0.6424006049038573,0.2307332325307615,0.8130450626130288,,2.0,,0.0
26,2025-11-04T07:45:59.703193,2,53,30,0.38732280351889614,0.32067537983738414,4.804776080714506,0.8710816951662328,1.0,0.5155131249434858,0.066647423681512,0.7079981833562803,,,2.0,0.30000000000000004
27,2025-11-04T07:45:59.725394,6,34,30,0.13074746636388643,0.13225850730280195,11.863476679952631,4.998091779691237,0.3333333333333333,0.16134861714216578,0.0,0.3167542994701379,1.0,3.0,2.0,0.21666666666666656
28,2025-11-04T07:45:59.762588,7,59,30,0.42137747369144635,0.16867188342132708,7.1091217773013256,2.549151140083385,0.42857142857142855,0.47586205701237455,0.2504885463370907,0.692083880233431,1.0,3.0,3.0,0.17391304347826098
29,2025-11-04T07:45:59.807524,3,69,30,0.26935359298403366,0.17505423100959863,8.93167750736491,1.2474556619063972,0.3333333333333333,0.27982556576878853,0.07125461064655603,0.4969860168817497,,2.0,1.0,0.26666666666666683
30,2025-11-04T07:45:59.836679,5,46,30,0.47414427489308536,0.25701982678523233,5.491659945819647,3.041275693760487,0.4,0.5148710360153839,0.0,0.6978741384490572,1.0,4.0,,0.22857142857142865
31,2025-11-04T07:45:59.864102,10,48,30,0.503812766359591,0.250924872123691,8.692702361969614,5.604855595165138,0.7,0.5063838836423502,0.06282110699327376,0.8419336455701901,3.0,1.0,6.0,0.25555555555555554
32,2025-11-04T07:45:59.896891,5,49,30,0.45692052100292446,0.10306841112932215,7.090313114647648,2.3724913131620737,0.8,0.5958689911322069,0.3084043274244419,0.6067098461435354,,1.0,4.0,0.04210526315789487
33,2025-11-04T07:45:59.916768,1,28,30,0.25971619208643115,0.0,8.283079955039847,0.0,1.0,0.4143048151906448,0.25971619208643115,0.25971619208643115,,,1.0,0.0
34,2025-11-04T07:45:59.946370,6,47,30,0.5265208036234718,0.30936297797906875,7.389668208403239,4.153451266869119,0.8333333333333334,0.5561285194277553,0.07367390597837488,0.9076850783634751,,2.0,4.0,0.0
35,2025-11-04T07:45:59.975567,6,47,30,0.43472364884517645,0.13109108931484478,5.731411087160736,2.1824870101018825,0.3333333333333333,0.5796827382639073,0.29228951184662916,0.6724040962586078,,4.0,2.0,0.1499999999999999
36,2025-11-04T07:46:00.001735,5,37,30,0.34421656227094394,0.2407050657519375,9.047052604535288,3.935679333329333,0.4,0.471978849293983,0.1370786519837563,0.6609567349350376,,3.0,2.0,0.11764705882352944
37,2025-11-04T07:46:00.027270,9,40,30,0.5427636443092657,0.241056357131507,6.163365268149346,3.5916505088825526,0.5555555555555556,0.6177112302008385,0.08425403461285519,0.8730991151028296,,5.0,4.0,0.045751633986928164
38,2025-11-04T07:46:00.063140,6,59,30,0.5796407977871071,0.19247006299296907,4.9431975619292094,1.4098211389298636,0.8333333333333334,0.7367353064678307,0.19765292153567277,0.7718265997070585,,2.0,4.0,0.06060606060606055
39,2025-11-04T07:46:00.090760,5,41,30,0.5110856694310386,0.21695994970924845,6.761405019059005,2.9010095856360207,0.6,0.5343208895749433,0.12174304838797195,0.7763335899020936,,2.0,3.0,0.04210526315789487
40,2025-11-04T07:46:00.127963,5,54,30,0.5834262628302099,0.25164154440542347,5.115363835740891,2.5281184794241343,1.0,0.6402939072585256,0.12866258241817696,0.880499325140976,,1.0,4.0,0.03809523809523818
41,2025-11-04T07:46:00.159149,3,43,30,0.34946501263931706,0.09164217182416158,5.234807711599825,1.3400296615381033,0.6666666666666666,0.5122667852096382,0.25882803598976,0.4750090289015574,,1.0,2.0,0.060606060606060774
42,2025-11-04T07:46:00.194690,9,60,30,0.42601300585518526,0.11888260475198972,6.362067932633472,2.841542661610178,0.6666666666666666,0.5372159324125494,0.19879580893466078,0.6170224713684502,1.0,2.0,6.0,0.10416666666666652
43,2025-11-04T07:46:00.232953,2,53,30,0.3446496191558298,0.2727262592879255,7.397092087038092,2.0677197110834316,0.5,0.4962480740003528,0.0719233598679043,0.6173758784437553,,1.0,1.0,0.0714285714285714
44,2025-11-04T07:46:00.266228,5,49,30,0.3671319163491066,0.16059088022831378,10.37019840775891,2.539980304236771,0.4,0.2716995893286913,0.14052550569909056,0.554594008341383,1.0,2.0,2.0,0.18666666666666676
45,2025-11-04T07:46:00.296107,7,49,30,0.47768615014611493,0.1846787781542925,8.818210277557604,4.0501244744783715,0.2857142857142857,0.510606691232847,0.10331684189541954,0.7420412087677245,1.0,4.0,2.0,0.10285714285714298
46,2025-11-04T07:46:00.330851,3,53,30,0.44578312078426824,0.3344804027184809,4.798569576675786,2.133663060579189,0.6666666666666666,0.5362618536612024,0.0,0.8056920765025237,,1.0,2.0,0.060606060606060774
47,2025-11-04T07:46:00.363660,6,54,30,0.3297551160996896,0.25571748209536926,7.534961101997691,2.1528164288456213,0.5,0.45651252101571177,0.009555149151503461,0.7766191470267048,,3.0,3.0,0.0
48,2025-11-04T07:46:00.394606,4,46,30,0.2999731705839028,0.21697930333792664,10.373216789242809,5.684520113497945,0.5,0.22539777810156683,0.0,0.6019633675034924,,2.0,2.0,0.050000000000000044
49,2025-11-04T07:46:00.433221,4,61,30,0.25575828447821186,0.24421859706354346,5.524912778441115,2.385103496790148,0.75,0.3888204607089333,0.01441814808405771,0.6451416585504637,,2.0,2.0,0.050000000000000044
50,2025-11-04T07:46:00.457589,7,39,30,0.22943984973911352,0.19070525310844638,8.633988619192552,2.821201330876843,0.5714285714285714,0.34925698855768117,0.006576656493797989,0.5387537807168497,,3.0,4.0,0.031746031746031855
51,2025-11-04T07:46:00.491957,6,56,30,0.5927219815408605,0.15200498223631256,5.753585134934379,0.8607350866031857,0.6666666666666666,0.6481586955471046,0.363674946914825,0.8093205435178659,1.0,2.0,3.0,0.11904761904761907
52,2025-11-04T07:46:00.528022,4,55,30,0.37846232642930977,0.15798432730784356,5.43365633384862,1.40175753343399,0.75,0.48494110208508434,0.17466056007077835,0.5684718175365986,,1.0,3.0,0.050000000000000044
53,2025-11-04T07:46:00.557089,10,49,30,0.46788511038502484,0.26998003751429656,7.315914939717549,6.374434828620316,0.6,0.5372698119490995,0.0,0.8970310727268023,,4.0,6.0,0.047368421052631504
54,2025-11-04T07:46:00.590560,6,54,30,0.4986272164375727,0.2276262685031929,7.025676630654206,3.412688116686865,0.5,0.6037094743135075,0.18704326910723612,0.790315755281353,,4.0,2.0,0.0714285714285714
55,2025-11-04T07:46:00.617000,7,42,30,0.43853901844105525,0.29594542964873843,9.341790286366768,4.741566404385166,0.5714285714285714,0.49202116839569016,0.01647314549001197,0.7938626927940565,,3.0,4.0,0.09142857142857141
56,2025-11-04T07:46:00.652801,5,56,30,0.46611659578466824,0.18720310302921886,6.33981906942042,3.0267291162033114,0.4,0.5535867894436836,0.14724581318956606,0.7278367316281649,1.0,3.0,1.0,0.17500000000000004
57,2025-11-04T07:46:00.681902,5,45,30,0.29450032151433014,0.21676636068332936,6.9340560068517005,1.0496489437685368,0.8,0.3470653041786572,0.1250390650220934,0.7158780022382951,,1.0,4.0,0.0
58,2025-11-04T07:46:00.712080,3,46,30,0.2949311669102393,0.0735546899659521,9.941024792521182,3.4165437081143195,0.6666666666666666,0.3669679646944326,0.1930091242588654,0.36390222822226836,,1.0,2.0,0.06666666666666665
59,2025-11-04T07:46:00.745733,6,54,30,0.48131796866915827,0.29907984586552616,5.452452376481257,1.605230903186897,0.6666666666666666,0.5369722005779406,0.06927931950337364,0.9707009237069585,1.0,1.0,4.0,0.1499999999999999
60,2025-11-04T07:46:00.775349,6,46,30,0.3660863264357672,0.1937962020320918,7.768155805741113,4.028390041211857,0.3333333333333333,0.4330159028331897,0.047374211793841534,0.5606996079822926,,4.0,2.0,0.03623188405797095
61,2025-11-04T07:46:00.807931,6,48,30,0.30675389498978384,0.19896614663288023,6.840724290965286,3.798394960395257,0.8333333333333334,0.4375437715546968,0.032986888941087006,0.6528950180614728,,1.0,5.0,0.06060606060606055
62,2025-11-04T07:46:00.830172,9,37,30,0.2980763063118342,0.19265411443173797,6.918535946516025,2.470858522736409,0.4444444444444444,0.4284626746300824,0.0,0.5964739953471283,,5.0,4.0,0.12903225806451601
63,2025-11-04T07:46:00.862285,6,51,30,0.3050532165394975,0.10268811931597531,8.401258218666834,2.7397992631393557,0.5,0.36330318797029076,0.1602004151169971,0.4295365749514171,1.0,2.0,3.0,0.1875
64,2025-11-04T07:46:00.891291,7,44,30,0.3608294623065997,0.2454808311225928,7.91182635045544,3.3404453252796653,0.2857142857142857,0.5968214060557454,0.0,0.8206282937474692,,5.0,2.0,0.031746031746031855
65,2025-11-04T07:46:00.919771,3,42,30,0.2869536943263832,0.08044744076043134,8.178947098783537,2.8109864266814597,0.3333333333333333,0.3145111345205837,0.17597313048035454,0.3641274243992613,,2.0,1.0,0.0
66,2025-11-04T07:46:00.952497,5,51,30,0.3592496700475812,0.28540753316368384,7.379323637403099,3.233505069438409,0.6,0.49399017064166684,0.006162806057339348,0.8212073400528308,,2.0,3.0,0.04210526315789487
67,2025-11-04T07:46:00.989732,5,60,30,0.4098296188088707,0.1557497420919971,6.374462710662174,1.1912184556880459,0.4,0.6042301136127604,0.21360582142671844,0.5741294073744213,,3.0,2.0,0.04210526315789487
68,2025-11-04T07:46:01.019174,6,44,30,0.28735439249965805,0.24320418288645643,8.601222082559547,6.437456208134919,0.5,0.340033688264858,0.008992519403022647,0.612613769801413,,4.0,2.0,0.0
69,2025-11-04T07:46:01.056178,7,63,30,0.3926251051129637,0.26611861078389926,6.249867166294449,3.0189866244836043,0.8571428571428571,0.4815211004490095,0.08469865978678134,1.0,,1.0,6.0,0.05494505494505497
70,2025-11-04T07:46:01.077772,7,35,30,0.25692783749093145,0.18572482702283657,8.925428308854686,2.218828549731709,0.42857142857142855,0.28391515996746597,0.0,0.5664634820219122,1.0,3.0,3.0,0.14906832298136652
71,2025-11-04T07:46:01.109845,4,49,30,0.34324543540930136,0.19355037119089566,7.735110384795863,2.596305722641877,0.5,0.39037452115500804,0.10962366283714946,0.6296132314434266,,2.0,2.0,0.13461538461538458
72,2025-11-04T07:46:01.136308,6,40,30,0.33594770790693634,0.24876661645151574,7.030087676876541,2.228778552099105,0.6666666666666666,0.4430043503385172,0.13146677616078273,0.8780688075937658,,2.0,4.0,0.06944444444444442
73,2025-11-04T07:46:01.157308,6,33,30,0.3640615165953936,0.2343073656167057,9.811994195454279,4.379087449070501,0.5,0.4845751590716907,0.0,0.744658146903054,1.0,2.0,3.0,0.18421052631578938
74,2025-11-04T07:46:01.189731,9,59,30,0.44716752889450617,0.29685164140658277,5.079682220675258,2.408135174212764,0.3333333333333333,0.5085108114829742,0.0,0.9173189800524053,1.0,6.0,2.0,0.12186379928315416
75,2025-11-04T07:46:01.224689,4,55,30,0.22251844858119238,0.08649108949262055,10.122878715092702,3.033753923873942,0.25,0.31213557278414217,0.12025808590208406,0.3432660153642795,,3.0,1.0,0.13461538461538458
76,2025-11-04T07:46:01.254702,9,50,30,0.39237654776153597,0.2497043301808371,6.289277917275833,3.0983992887248957,0.7777777777777778,0.46410178086010756,0.07428537652855194,0.8228157967669617,,2.0,7.0,0.0972222222222221
77,2025-11-04T07:46:01.289475,10,63,30,0.5449386823341306,0.2336521191499073,4.906135751659805,1.8299087044712836,0.6,0.6026320337754827,0.07625534379334759,0.7904534319653201,,4.0,6.0,0.023076923076922995
78,2025-11-04T07:46:01.328100,4,62,30,0.4102839872107814,0.0998027257274305,6.995813895459259,2.1462645563356277,0.25,0.48047516708193877,0.2989719512899585,0.5710757842730024,,3.0,1.0,0.050000000000000044
79,2025-11-04T07:46:01.356517,6,47,30,0.5262482749801419,0.2471397545136459,5.422465493209903,1.4867015972012223,0.3333333333333333,0.5799511517891353,0.27159295853292775,0.8429082486393419,,4.0,2.0,0.10317460317460303
80,2025-11-04T07:46:01.385572,5,44,30,0.3354161602110214,0.18499145117689214,6.566899783916452,2.4221059849929394,0.6,0.3992364326976437,0.18302110376909553,0.6857292192300825,,2.0,3.0,0.06666666666666665
81,2025-11-04T07:46:01.423095,7,58,30,0.4292786955881181,0.17565668707918547,5.957223595504466,1.2335188730704527,0.42857142857142855,0.4034116313377705,0.26526496731584115,0.7842909653195211,,4.0,3.0,0.031746031746031855
82,2025-11-04T07:46:01.451506,4,44,30,0.3629674975578565,0.3106158500140319,6.326854397133054,2.7541186109832205,0.25,0.38979908566959504,0.0,0.8470634936802648,,3.0,1.0,0.050000000000000044
83,2025-11-04T07:46:01.476496,9,43,30,0.39522291588620684,0.2856627406747782,7.501052560129101,2.922218763115331,0.5555555555555556,0.4018176103655733,0.0,0.8982813069999395,2.0,3.0,4.0,0.19047619047619047
84,2025-11-04T07:46:01.510232,4,49,30,0.2929404930248483,0.11043638459670495,7.9125137785344215,1.3442039396934373,0.75,0.37497709588606193,0.15716727555012636,0.4594883553967754,,1.0,3.0,0.0
85,2025-11-04T07:46:01.548006,3,57,30,0.2806490718377029,0.10623706966972948,8.516128040996284,2.67169937987962,0.3333333333333333,0.3292892240523711,0.13199507750558193,0.3738431020202646,1.0,1.0,1.0,0.22222222222222232
86,2025-11-04T07:46:01.583919,4,56,30,0.34925217141605114,0.06947794078831361,8.529213677804336,7.219941362764231,0.75,0.3663528330083839,0.27094774300826,0.438139973459703,,2.0,2.0,0.20833333333333326
87,2025-11-04T07:46:01.611389,7,46,30,0.35228707179684304,0.13096914011882585,8.117475895927127,5.716620837671695,0.2857142857142857,0.42308621885698133,0.16852034353778544,0.5497076990554202,1.0,4.0,2.0,0.16149068322981375
88,2025-11-04T07:46:01.650701,6,62,30,0.4948584327822703,0.33608780042664765,5.717987390276594,4.47882217144619,0.8333333333333334,0.5218841846636784,0.09458097879387407,0.850952236199585,1.0,3.0,2.0,0.3222222222222222
89,2025-11-04T07:46:01.680320,8,47,30,0.49296902313487545,0.281281395131331,8.134435869429247,5.906944097270867,0.625,0.5353403411283895,0.15922342940161394,1.0,1.0,3.0,4.0,0.17500000000000004
90,2025-11-04T07:46:01.715596,7,55,30,0.37101858108410524,0.2438440520910638,7.295592184448347,5.695863787087319,0.5714285714285714,0.5140992318916154,0.11997942055905363,0.8456688094132964,,3.0,4.0,0.10204081632653073
91,2025-11-04T07:46:01.754310,7,60,30,0.45960054144405227,0.3579803200381552,6.919991154875411,2.4647301437514693,0.5714285714285714,0.5070074578615017,0.12238610300380856,1.0,1.0,2.0,4.0,0.13095238095238093
92,2025-11-04T07:46:01.786624,5,50,30,0.5215713567166483,0.28175731418697403,5.688600816281733,1.8682658788432354,0.6,0.6271748630824644,0.021132505507589758,0.803076440239513,,2.0,3.0,0.0
93,2025-11-04T07:46:01.822655,1,53,30,0.41087076116157967,0.0,10.308388617653126,0.0,0.0,0.08554689684798471,0.41087076116157967,0.41087076116157967,,1.0,,0.0
94,2025-11-04T07:46:01.855644,6,54,30,0.37653481457700294,0.25406312221998945,10.152222369414757,7.345614445173166,0.6666666666666666,0.4473335862746364,0.0,0.8407797993782297,,3.0,3.0,0.03623188405797095
95,2025-11-04T07:46:01.890225,3,53,30,0.44307566313548413,0.31021602930348746,6.131828291287568,1.5828056617018487,0.0,0.5194387321543167,0.06450361895688456,0.8243600778744637,,3.0,,0.0
96,2025-11-04T07:46:01.923279,2,47,30,0.5338625030619701,0.19488780473891484,11.605368297278732,5.12558812984731,1.0,0.4974045979016295,0.3389746983230553,0.728750307800885,,,2.0,0.125
97,2025-11-04T07:46:01.952206,6,48,30,0.5458607143896654,0.23275079402481907,8.92168016828966,4.127392548173703,0.5,0.5712438426255201,0.21827758946560755,0.8159511324763615,,3.0,3.0,0.0714285714285714
98,2025-11-04T07:46:01.977427,9,43,30,0.2768202381091201,0.18889134259002738,8.145145580392462,3.8146946904816894,0.3333333333333333,0.4409895560805552,0.0,0.6068281153375539,,6.0,3.0,0.07407407407407396
99,2025-11-04T07:46:02.008139,4,50,30,0.3141424307582459,0.1931336110316876,7.304992536191275,2.450124453670971,0.5,0.3172088374355787,0.06349061959054861,0.5921829302255103,,2.0,2.0,0.050000000000000044
100,2025-11-04T07:46:02.037625,5,45,30,0.24986157900589837,0.13451267944627596,7.360495162774734,1.3268825374719957,0.4,0.3133974335970315,0.0,0.3758218101740036,,3.0,2.0,0.0
101,2025-11-04T07:46:02.070756,5,50,30,0.34775128566114055,0.15432921223171162,6.816298318609962,2.0544963051396996,0.4,0.4207720441800237,0.0527029052274155,0.5021438025882318,,3.0,2.0,0.0
102,2025-11-04T07:46:02.109708,3,61,30,0.44668377730861514,0.1886831749370805,9.868693707803217,5.459758044581526,0.6666666666666666,0.4878718284036352,0.1833436484500356,0.615649862384422,,1.0,2.0,0.060606060606060774
103,2025-11-04T07:46:02.142755,4,54,30,0.23119722148483732,0.1598530485105697,9.244661415012075,2.871298807528738,0.5,0.4784340081042921,0.044403000251530184,0.4824093731036805,,2.0,2.0,0.050000000000000044
104,2025-11-04T07:46:02.177034,8,57,30,0.4020651131853822,0.2631238744772583,8.019631584756672,5.500305043008566,0.5,0.43445420665887424,0.10946081134916151,0.9762223782354089,,5.0,3.0,0.050000000000000044
105,2025-11-04T07:46:02.203918,7,43,30,0.5025413355106362,0.2756659137549269,8.336929261658637,8.895444034396952,0.42857142857142855,0.5701257421563826,0.06935687237061276,0.8546949606776919,,5.0,2.0,0.061224489795918435
106,2025-11-04T07:46:02.235938,5,49,30,0.32917577273480986,0.27294094910316946,5.9560855265090265,1.3973750203532074,0.6,0.44399175246866857,0.07692585185128781,0.8608227206539552,,2.0,3.0,0.17142857142857149
107,2025-11-04T07:46:02.263322,8,45,30,0.47288049078679156,0.21388524832835593,7.011657802306848,4.004467712066,0.5,0.5417263687624816,0.2408503467268695,0.8385497533467283,,4.0,4.0,0.09821428571428581
108,2025-11-04T07:46:02.290598,7,41,30,0.3602906028514952,0.21270878891448275,8.414844639142721,4.1437028222763095,0.42857142857142855,0.40735911442320905,0.09185309721493212,0.7191638969301256,,4.0,3.0,0.06857142857142873
109,2025-11-04T07:46:02.321045,6,48,30,0.3103803202549967,0.1939678797644192,10.460150200282806,5.681383940444204,0.6666666666666666,0.3900048148410568,0.08598087174034141,0.5784846931699422,,3.0,3.0,0.14912280701754388
110,2025-11-04T07:46:02.352253,7,51,30,0.39767227046528897,0.25415898592858377,8.120627367785824,1.8917622418682531,0.5714285714285714,0.5643601979440288,0.14401234950966138,0.8512859292745351,,3.0,4.0,0.098901098901099
111,2025-11-04T07:46:02.386768,7,56,30,0.1732768598153773,0.1680307490537876,9.549765253473742,2.746666928846028,0.2857142857142857,0.30331219478896293,0.0035982515467556653,0.5052890231976619,1.0,4.0,2.0,0.10285714285714298
112,2025-11-04T07:46:02.423635,5,57,30,0.5477699274865233,0.18113157780809422,5.604012194412858,1.4716174962793922,0.4,0.5688319920965497,0.3734250740933781,0.874669554461072,,4.0,1.0,0.08888888888888902
113,2025-11-04T07:46:02.456234,5,51,30,0.5391546520350526,0.20301509598065026,5.723378956084747,3.303078570337718,0.4,0.7213122882358871,0.19250136743884727,0.8189736039096747,,4.0,1.0,0.06666666666666665
114,2025-11-04T07:46:02.483717,9,49,30,0.4375260816202145,0.18612474722193562,8.26286793877651,5.31746414349615,0.5555555555555556,0.5136825654476929,0.17595108438828183,0.8798458644492071,1.0,4.0,4.0,0.12903225806451601
115,2025-11-04T07:46:02.514588,4,50,30,0.3197850532180513,0.21978060234340022,9.069559857566787,1.8207860529468765,0.25,0.45163294979469837,0.08896039534043124,0.6820882672115512,,3.0,1.0,0.050000000000000044
116,2025-11-04T07:46:02.545873,5,48,30,0.4077397602382463,0.2527635569092431,7.479526003048096,3.4689811990264134,0.6,0.42164411207532665,0.10551969506532471,0.7504830369508224,1.0,2.0,2.0,0.17142857142857149
117,2025-11-04T07:46:02.572255,9,46,30,0.4506328476827528,0.2564803438726863,6.080696223003829,2.033731861291641,0.3333333333333333,0.5519349664501625,0.0,0.9095894500392776,,7.0,2.0,0.10370370370370363
118,2025-11-04T07:46:02.602953,7,52,30,0.3940832878724713,0.22753574279793193,6.412670561924031,2.7280016585033553,0.2857142857142857,0.4999978159389245,0.0,0.657140885869704,,6.0,1.0,0.05494505494505497
119,2025-11-04T07:46:02.637337,4,54,30,0.31744403416506767,0.3378185930136489,8.30022423742246,7.309045429878487,0.5,0.3803377678398539,0.0,0.8104420341716274,,4.0,,0.050000000000000044
120,2025-11-04T07:46:02.666377,5,43,30,0.39257747549887745,0.25995497550412744,6.063125131464021,1.6493242219745738,0.6,0.4588047733898108,0.07313397057095088,0.8316038009211443,,2.0,3.0,0.22857142857142865
121,2025-11-04T07:46:02.692025,10,39,30,0.34225476599920934,0.20907616610026764,6.5291415697575275,2.8546494687155968,0.4,0.49827416321986784,0.06979252221086338,0.676382074094516,,7.0,3.0,0.11764705882352922
122,2025-11-04T07:46:02.723240,10,55,30,0.4314987353515791,0.17362678741223966,6.322423795795343,1.8664300493760138,0.5,0.5691136562535257,0.22885716582887639,0.8385432693594895,,5.0,5.0,0.06756756756756754
123,2025-11-04T07:46:02.750878,7,45,30,0.5312070590920376,0.15086082349896082,6.281527255647193,2.2618446806449173,0.42857142857142855,0.5500811769175183,0.2836930985299565,0.7334388691759015,,4.0,3.0,0.05494505494505497
124,2025-11-04T07:46:02.776246,11,38,30,0.5448903409232977,0.0880903604475828,7.082526484875837,2.386588399160783,0.45454545454545453,0.5960004655827525,0.3394594698244299,0.6703582497812902,,6.0,5.0,0.06363636363636371
125,2025-11-04T07:46:02.808729,6,48,30,0.3340984410468782,0.19011201725699897,7.3010709731244825,3.634608221349072,0.5,0.41378925125903293,0.11455926666388397,0.7308175589532162,,3.0,3.0,0.03623188405797095
126,2025-11-04T07:46:02.837732,4,45,30,0.2608192073901058,0.17059731510603032,13.65982023707475,6.952479479080228,0.5,0.13403779496505816,0.04293148100134472,0.4676491776804218,,2.0,2.0,0.044117647058823595
