batch_id,timestamp,n_assignments,n_customers,n_agents,avg_csat,std_csat,avg_aht,std_aht,sla_met_rate,avg_skill_match,min_csat,max_csat,assignments_voice,assignments_chat,assignments_email,gini_coefficient
10,2025-11-04T07:45:54.682849,7,51,30,0.21285195978813795,0.13844424348513854,9.095674657097137,4.958267199620407,0.5714285714285714,0.24704848464756207,0.021430400412293868,0.3556778964419881,,3.0,4.0,0.14906832298136652
11,2025-11-04T07:45:54.707940,8,45,30,0.4129746240004935,0.19189215070634733,7.893001380740251,3.562683823459865,0.625,0.4464579986820747,0.17058567220176787,0.7346040987157001,,3.0,5.0,0.15086206896551735
12,2025-11-04T07:45:54.742675,6,62,30,0.3139994348624631,0.27931857237894886,6.6418168938613,2.2064956019924944,0.16666666666666666,0.45604352306462886,0.0,0.8404638588900162,1.0,4.0,1.0,0.18253968253968256
13,2025-11-04T07:45:54.770867,5,50,30,0.15407373725230566,0.1395833737080037,7.257451390475282,3.367462269128799,0.4,0.2197494556137145,0.0,0.4018405201845126,1.0,2.0,2.0,0.14117647058823524
15,2025-11-04T07:45:54.837952,2,49,30,0.21971495951936632,0.038051325671992944,9.40102369340501,3.0588640241522023,0.0,0.24588463544145442,0.18166363384737336,0.25776628519135925,,2.0,,0.25
16,2025-11-04T07:45:54.869160,4,52,30,0.3096307321526441,0.23134674072621939,6.552026354805954,1.5156026435078604,0.25,0.2691919983254551,0.08313167608746158,0.6876471928130689,1.0,2.0,1.0,0.25
17,2025-11-04T07:45:54.893709,4,39,30,0.47303309298581475,0.10957925111131472,5.110170925474613,1.3580362216654467,0.75,0.6103109317437114,0.36877822259580784,0.6525096076339008,,1.0,3.0,0.3055555555555556
18,2025-11-04T07:45:54.918023,6,41,30,0.221421102266372,0.11305569025036953,10.245114665129966,8.096466305521114,0.5,0.24956321878614637,0.0,0.31624044543734425,,4.0,2.0,0.20370370370370372
19,2025-11-04T07:45:54.941915,9,45,30,0.4512081590259003,0.2829772461221303,7.778856645598501,6.009608693811307,0.3333333333333333,0.49608921472027995,0.07625597634065594,1.0,1.0,5.0,3.0,0.19047619047619047
20,2025-11-04T07:45:54.974817,4,53,30,0.4391676386896005,0.19279200389576046,6.862246858860825,1.089496319481697,0.75,0.46359719304168756,0.12630695615795445,0.615274598489256,,1.0,3.0,0.1785714285714286
21,2025-11-04T07:45:55.006586,5,51,30,0.5915742025766247,0.2800397632845244,5.976394684015974,2.769001778404649,0.8,0.5771932583249623,0.23323949356151763,0.9342217840872274,1.0,,4.0,0.17500000000000004
22,2025-11-04T07:45:55.033692,6,47,30,0.5365041191441547,0.2682266375115103,7.476768547939071,2.6506000515858696,0.3333333333333333,0.6609623155481259,0.12163287089348651,0.9985027279698201,2.0,2.0,2.0,0.3222222222222222
23,2025-11-04T07:45:55.064578,8,58,30,0.4083311281444628,0.30074471696819044,6.1467841365295275,3.305627356934336,0.5,0.42721132938043804,0.12010818698336895,0.8603348238828165,1.0,3.0,4.0,0.20833333333333326
24,2025-11-04T07:45:55.090258,7,47,30,0.4712801607169649,0.13590282012310087,7.6566269611484925,4.200053525627653,0.7142857142857143,0.4649833137172251,0.32104686451238174,0.7673768687185958,,3.0,4.0,0.1071428571428572
25,2025-11-04T07:45:55.113771,8,46,30,0.1649180450224877,0.13569668170504887,8.22251284581122,3.1888090886339673,0.5,0.2027419610680411,0.04168744950572037,0.4763438010345162,1.0,3.0,4.0,0.20833333333333326
26,2025-11-04T07:45:55.146284,7,58,30,0.46464544287209275,0.20841325058063845,7.180306324162962,4.653442177785153,0.5714285714285714,0.4871241925622421,0.17979832462339246,0.8517923303244259,1.0,3.0,3.0,0.21118012422360244
27,2025-11-04T07:45:55.177648,9,62,30,0.34012768663619863,0.2071670059740495,7.9029490436593015,3.599600230291715,0.5555555555555556,0.4507696758461329,0.1447647825832853,0.7771885002192309,2.0,3.0,4.0,0.23703703703703694
28,2025-11-04T07:45:55.200551,7,40,30,0.3378288596314262,0.20892397570673413,7.101918300981132,2.589432901971923,0.42857142857142855,0.36312329033102203,0.1162918785557824,0.6951400100295076,,4.0,3.0,0.08294930875576045
29,2025-11-04T07:45:55.232184,4,50,30,0.31753983764844773,0.27355604142841106,7.537824863071196,2.0686214114560184,0.5,0.36616278164105637,0.0582555111878303,0.7708999993516794,1.0,1.0,2.0,0.20833333333333326
30,2025-11-04T07:45:55.258435,7,48,30,0.22994905865038456,0.09173685711752347,7.49633785596314,2.2174472383383215,0.5714285714285714,0.2241502362417272,0.1355778097378359,0.4280044716555492,1.0,2.0,4.0,0.10285714285714298
31,2025-11-04T07:45:55.284075,5,42,30,0.27507457438525407,0.19902211039464865,10.292675018330215,4.19166610055593,0.2,0.30892163034071535,0.07707495553926273,0.6588616501446211,1.0,3.0,1.0,0.19999999999999996
32,2025-11-04T07:45:55.318057,6,62,30,0.20066497929938956,0.15825964397090908,7.698827974828596,3.911067057472953,0.8333333333333334,0.193503245148567,0.0,0.44881952019270555,,2.0,4.0,0.21212121212121215
33,2025-11-04T07:45:55.345677,5,47,30,0.14304309422730413,0.08386570428031369,8.492394324428787,3.3425306424919636,0.4,0.19253233910554107,0.0,0.22898050768062264,,3.0,2.0,0.19047619047619047
34,2025-11-04T07:45:55.373984,8,51,30,0.33444619095998773,0.28623748079655476,7.72859471882302,3.7998331762936366,0.5,0.3498382886674757,0.022178913364977543,0.8629068183036,,6.0,2.0,0.050000000000000044
35,2025-11-04T07:45:55.405029,3,48,30,0.4330864725892056,0.23842133019450468,8.271945108181354,4.63492537539658,0.6666666666666666,0.515646733052317,0.18389706845041448,0.7543930875827838,,2.0,1.0,0.0
36,2025-11-04T07:45:55.431936,6,50,30,0.3622380853654663,0.21025597186626452,8.19818690868353,2.862436205578695,0.6666666666666666,0.3739790364296061,0.14647138437071938,0.6927810690221359,1.0,2.0,3.0,0.23684210526315774
37,2025-11-04T07:45:55.456678,5,41,30,0.3831072724352137,0.2318268682502853,8.724215628113129,2.758835075640847,0.6,0.3554117365300703,0.11323244344556992,0.6877914514665484,,2.0,3.0,0.12631578947368416
38,2025-11-04T07:45:55.481500,6,41,30,0.38342611059130566,0.1914645923067147,5.727854557539254,2.639146489067435,0.5,0.43923647705150154,0.11410358450621469,0.7020064549472286,,3.0,3.0,0.125
39,2025-11-04T07:45:55.510624,7,53,30,0.32233364472464376,0.11189865544001025,8.126584174433741,3.8540258995249896,0.42857142857142855,0.36060697379625506,0.17514773983701248,0.525292049959738,2.0,3.0,2.0,0.29761904761904767
40,2025-11-04T07:45:55.541846,3,50,30,0.36795080607797975,0.07034680863528875,7.500958475691429,2.4612728013458156,0.6666666666666666,0.4669756927199246,0.26987961525095544,0.4314619455255495,,1.0,2.0,0.060606060606060774
41,2025-11-04T07:45:55.562092,6,31,30,0.23684428010958936,0.19667596904065496,10.599476568844628,2.949248511564439,0.3333333333333333,0.2536345584557908,0.028079618646497703,0.6484455602293275,,4.0,2.0,0.19444444444444442
42,2025-11-04T07:45:55.592996,6,52,30,0.21919268031385172,0.14116170636583053,8.935790118530539,2.072450068885279,0.3333333333333333,0.20369265077335208,0.11690335310651372,0.5268053414401674,1.0,3.0,2.0,0.16666666666666652
43,2025-11-04T07:45:55.619293,6,45,30,0.30539441046658433,0.2393478811197596,8.103582832473405,2.613494460775962,0.3333333333333333,0.39633136259102497,0.0,0.724701345032452,,4.0,2.0,0.0
44,2025-11-04T07:45:55.648425,4,48,30,0.3319224214725439,0.21708655887932576,7.830861784043348,3.7409067196144545,0.5,0.37903881695923497,0.1280354848922276,0.6789959308602326,,2.0,2.0,0.0
45,2025-11-04T07:45:55.684148,4,61,30,0.2539037699589613,0.0908637438885675,10.180558721129541,2.202029681444288,0.0,0.29500231714235625,0.12452977656980078,0.35953825797882566,1.0,3.0,,0.20833333333333326
46,2025-11-04T07:45:55.717394,7,53,30,0.385619332828045,0.1641490399891854,7.264146655463411,2.2654445424269203,0.7142857142857143,0.37892547988102726,0.15988694361935574,0.6763049919954957,,2.0,5.0,0.031746031746031855
47,2025-11-04T07:45:55.749049,3,47,30,0.5020368885999038,0.21019478327719174,5.044278984232438,1.248198103444343,0.6666666666666666,0.4269664034358878,0.20712047389515797,0.6817596528017394,,1.0,2.0,0.0
48,2025-11-04T07:45:55.785098,2,55,30,0.0,0.0,9.669175670376626,2.876730590727476,0.0,0.08402539934172078,0.0,0.0,1.0,1.0,,0.30000000000000004
49,2025-11-04T07:45:55.811060,7,48,30,0.3426351961163358,0.2064752614269914,8.2572200409434,3.001355461171767,0.42857142857142855,0.38700269828538125,0.0,0.6333561306214813,2.0,2.0,3.0,0.2706766917293233
50,2025-11-04T07:45:55.843094,4,53,30,0.3690600774726806,0.1814398529537659,5.714733204502563,1.3362915597969662,0.25,0.40050528244656564,0.12585592413462837,0.6061889413845817,,3.0,1.0,0.20833333333333326
51,2025-11-04T07:45:55.871753,4,47,30,0.208667285787188,0.1600114835925651,9.959831916819686,5.959470128866467,0.25,0.2116882636825804,0.0,0.39254188776308147,,3.0,1.0,0.1071428571428572
52,2025-11-04T07:45:55.895742,6,42,30,0.17217683130365077,0.18154149754539675,7.567524857747742,2.496635830957311,0.6666666666666666,0.23444579788475609,0.0,0.49834359666080674,,2.0,4.0,0.125
53,2025-11-04T07:45:55.920836,4,42,30,0.4826134950145632,0.2921929025127006,5.096477211977778,0.8950270549062818,0.25,0.4907767647753348,0.17699758893722067,0.959480164758227,1.0,2.0,1.0,0.2857142857142858
54,2025-11-04T07:45:55.953123,6,55,30,0.48118517259043236,0.15803329082012496,5.370141843271625,2.676257719818643,0.8333333333333334,0.516509213897688,0.267117433979032,0.7557905458507812,1.0,2.0,3.0,0.34126984126984117
55,2025-11-04T07:45:55.981758,7,50,30,0.299013060119289,0.1175884278540773,7.362567290797514,3.5080860038093493,0.42857142857142855,0.38061495471612644,0.19407783547186128,0.5497349148659042,1.0,3.0,3.0,0.18181818181818188
56,2025-11-04T07:45:56.014432,6,56,30,0.2339968109080648,0.1860552469577468,8.89617788008458,3.6621954284195146,0.6666666666666666,0.2500733533340148,0.0,0.5670281414184387,,2.0,4.0,0.06060606060606055
57,2025-11-04T07:45:56.042724,5,47,30,0.2651135726801626,0.2106891490496747,7.53657085493497,2.452186722278539,0.6,0.34738529804144636,0.023732425696223247,0.5751391972642206,,2.0,3.0,0.04210526315789487
58,2025-11-04T07:45:56.077832,3,55,30,0.15515588130370692,0.11916739886585864,12.826095774565518,3.3844963701626503,0.0,0.27039334553618116,0.0,0.2897100696499679,,3.0,,0.06666666666666665
59,2025-11-04T07:45:56.106446,6,50,30,0.2206856406817118,0.2184114400594892,10.929413868812034,2.8769428349742237,0.16666666666666666,0.305249518752496,0.0,0.659493353003717,,5.0,1.0,0.1507936507936507
60,2025-11-04T07:45:56.131289,8,47,30,0.1623583868394541,0.13863278995891903,9.983300377147124,4.6823748622805335,0.125,0.25804980572774194,0.0,0.4578808013009547,,7.0,1.0,0.05833333333333335
61,2025-11-04T07:45:56.156978,6,39,30,0.21667542602198622,0.20501840494276094,8.717139592636551,3.7506512737620556,0.16666666666666666,0.35869176614568316,3.8374415941927476e-05,0.5821524680135257,2.0,3.0,1.0,0.26190476190476186
62,2025-11-04T07:45:56.192568,9,55,30,0.2890383742906313,0.15043219791207274,7.130719512648197,3.3073732668269153,0.6666666666666666,0.30421044950072745,0.060000630607386515,0.5384063946019351,,3.0,6.0,0.06060606060606055
63,2025-11-04T07:45:56.220134,6,45,30,0.33317494720410595,0.17043845456061757,8.537687377863278,3.5657886936550396,0.6666666666666666,0.28287286060593103,0.11828432525966767,0.5929375382620863,,2.0,4.0,0.0
64,2025-11-04T07:45:56.249932,2,46,30,0.16967359410828156,0.14179422186255966,9.339738223637308,0.2341129423995989,0.5,0.20914428978214472,0.0278793722457219,0.3114678159708412,,1.0,1.0,0.125
65,2025-11-04T07:45:56.274021,11,50,30,0.3432982849907917,0.2596438609819489,8.081162826497213,2.817419973414184,0.5454545454545454,0.4068039112730567,0.0,0.8447257147975435,1.0,5.0,5.0,0.11483253588516762
66,2025-11-04T07:45:56.302604,5,46,30,0.21462241256245118,0.1305373855378636,7.534789731207409,3.0474368236534763,0.6,0.3664041627710063,0.04934986013102932,0.36288224451636986,,2.0,3.0,0.04210526315789487
67,2025-11-04T07:45:56.333506,5,51,30,0.2878934422613166,0.22375595193954972,8.819018734767694,3.5593928173082654,0.6,0.39043932039306484,0.12390230768839511,0.731213353721635,,2.0,3.0,0.08000000000000007
68,2025-11-04T07:45:56.367811,4,57,30,0.22298205688175737,0.08161023904608954,6.975287925631858,0.4055435783192072,0.25,0.3787895748322728,0.15804026765901627,0.3627919017667713,2.0,1.0,1.0,0.3055555555555556
69,2025-11-04T07:45:56.399611,6,54,30,0.20162411011980289,0.13008429495548618,9.203971045614658,5.097492062629474,0.8333333333333334,0.28015662908116395,0.011409916143555382,0.37855461738352325,,1.0,5.0,0.03623188405797095
70,2025-11-04T07:45:56.428105,5,46,30,0.34478221405450593,0.28958256342811556,7.0147574597410465,3.915177668940734,0.0,0.4192212803133334,0.04688503845521677,0.8991470842826333,1.0,4.0,,0.21999999999999997
71,2025-11-04T07:45:56.462977,6,60,30,0.2717606802670932,0.18085909002805417,10.877656451814332,5.019656424880432,0.3333333333333333,0.33226265349748346,0.004865316219870491,0.6109559346233495,,4.0,2.0,0.1166666666666667
72,2025-11-04T07:45:56.490651,4,45,30,0.27392338483403056,0.19106192535356517,8.77045564224071,3.886828417194617,0.75,0.24000166842960402,0.0,0.48100216572593846,,1.0,3.0,0.050000000000000044
73,2025-11-04T07:45:56.520884,7,55,30,0.3411470917979305,0.19221247617266554,11.224073635704274,5.956314750877314,0.2857142857142857,0.3052670124005398,0.07980690118966509,0.5697429556689958,,5.0,2.0,0.05494505494505497
74,2025-11-04T07:45:56.543461,9,42,30,0.21750910872978338,0.12062666419997387,8.990788421418266,3.038481323359824,0.4444444444444444,0.30529355996441626,0.0,0.3480208417154506,1.0,4.0,4.0,0.10416666666666652
75,2025-11-04T07:45:56.571676,6,48,30,0.2404127756057828,0.21777120623213156,6.75434339947559,1.6395908228425307,0.3333333333333333,0.3300761399446745,0.0,0.6182221065442373,,4.0,2.0,0.03623188405797095
76,2025-11-04T07:45:56.596951,4,42,30,0.15383368169361358,0.041380459465187924,10.265110636623623,3.516897243108705,0.5,0.2237939249814458,0.11920293127713992,0.22436906898375936,,2.0,2.0,0.17307692307692313
77,2025-11-04T07:45:56.631670,5,61,30,0.4120917350179486,0.2524491527351834,8.807019487702197,2.935426147068139,0.4,0.5428835832590442,0.0,0.7135421142274082,1.0,2.0,2.0,0.25
78,2025-11-04T07:45:56.662628,5,51,30,0.2956961989590695,0.21860507938769955,8.105923924747572,4.17392300760006,0.4,0.32908683481156303,0.05444691701791451,0.641700072681429,,4.0,1.0,0.07058823529411762
79,2025-11-04T07:45:56.688491,7,46,30,0.42240715102805376,0.2739762054225805,9.78527480110338,4.048673777232258,0.5714285714285714,0.38429503614677757,0.20957080777277692,1.0,1.0,3.0,3.0,0.13095238095238093
80,2025-11-04T07:45:56.715589,5,47,30,0.3221316123515233,0.16678627579936464,9.15341075055847,5.280846420396777,0.6,0.30531920075009056,0.1968601649534177,0.6499584468993636,,3.0,2.0,0.0
81,2025-11-04T07:45:56.753119,5,61,30,0.37652199217410703,0.25066506835405167,7.496088984893328,3.3130635435412024,0.4,0.4975265600167603,0.0,0.7257885327460681,,3.0,2.0,0.10526315789473695
82,2025-11-04T07:45:56.788467,5,58,30,0.14360137617574714,0.19399004159965047,12.54501413208944,8.219378682969797,0.6,0.2050105546213398,0.0,0.5249408948095845,,2.0,3.0,0.0
83,2025-11-04T07:45:56.810603,4,36,30,0.26795952306879056,0.19049982125706152,10.029826741515413,3.384101538193049,0.25,0.2869103534945876,0.07699822522280994,0.5829617322870959,,3.0,1.0,0.050000000000000044
84,2025-11-04T07:45:56.846342,3,59,30,0.17858636046312926,0.061386525347489236,8.208353408889392,3.895941750921935,0.0,0.233628706285281,0.1090870538541894,0.25838979304319754,,3.0,,0.0
85,2025-11-04T07:45:56.874511,5,48,30,0.3881988068861365,0.1418226428015514,5.975695769241002,2.2998517417313318,0.6,0.33232250652725137,0.2114058971019207,0.5996067606697336,,2.0,3.0,0.04210526315789487
86,2025-11-04T07:45:56.901601,5,46,30,0.38022891075919174,0.17425802285645697,7.390305623224523,2.413741789829382,0.2,0.4862390494279971,0.16180834820081835,0.6328291669365549,,4.0,1.0,0.2857142857142858
87,2025-11-04T07:45:56.931772,7,57,30,0.4166480343586731,0.2892188685642314,6.697853253048794,3.31235818437221,0.42857142857142855,0.45187564365054556,0.12053801724058694,1.0,,4.0,3.0,0.13095238095238093
88,2025-11-04T07:45:56.968675,6,66,30,0.2722560142393359,0.18747285937949446,8.380584014005688,2.9479445768564703,0.3333333333333333,0.21019271248286428,0.010661640828363357,0.5546743375303085,1.0,3.0,2.0,0.20370370370370372
89,2025-11-04T07:45:56.993965,9,48,30,0.3202708102037535,0.2485622404794172,7.979779119565578,2.4558391749484842,0.6666666666666666,0.4427074094557829,0.032798399706405995,0.747078603679146,,3.0,6.0,0.06060606060606055
90,2025-11-04T07:45:57.019946,7,40,30,0.26584857563315056,0.23928710645056475,9.78364876658023,3.835299092146637,0.5714285714285714,0.289472274472781,0.0,0.6691592626635753,,4.0,3.0,0.09142857142857141
91,2025-11-04T07:45:57.050044,5,47,30,0.377302560251071,0.23414992643247898,6.505874839344051,3.5558986884532824,0.8,0.3364270898417151,0.1326592030550042,0.821518988261117,,3.0,2.0,0.06666666666666665
92,2025-11-04T07:45:57.084078,5,51,30,0.20082646236276905,0.08864639186891751,8.05036863529797,4.185959457017638,0.6,0.1860813402173691,0.07708104893703227,0.3093384426854453,,2.0,3.0,0.04210526315789487
93,2025-11-04T07:45:57.129717,5,71,30,0.2715866711520869,0.21958884487487967,6.748015081756742,3.049095374958677,0.4,0.33104941590043435,0.06500306547428475,0.6809152612298965,,3.0,2.0,0.03809523809523818
94,2025-11-04T07:45:57.154081,6,36,30,0.21901376150594054,0.2741189432463635,11.847815548057085,7.917557952279766,0.5,0.32465763177299994,0.0,0.780087242955702,1.0,2.0,3.0,0.15151515151515138
95,2025-11-04T07:45:57.197085,2,56,30,0.22037078683627206,0.22037078683627206,7.147487969949414,1.0990898766418988,0.0,0.3815138904990626,0.0,0.44074157367254413,,2.0,,0.0714285714285714
96,2025-11-04T07:45:57.232905,5,53,30,0.48037832259021995,0.20585019580060238,5.724464434422793,1.1805503722151591,0.2,0.4953529672153386,0.09616288614550164,0.6846424239002821,,4.0,1.0,0.06666666666666665
97,2025-11-04T07:45:57.261668,9,50,30,0.23745603241414662,0.1794880179110542,9.656116524183068,2.953600908722016,0.4444444444444444,0.24757106642281343,0.0,0.4906423314224061,1.0,4.0,4.0,0.10416666666666652
98,2025-11-04T07:45:57.302311,2,54,30,0.5401292327150579,0.16486048636460968,3.7451990201705656,1.4550777408938589,1.0,0.8683355909347334,0.3752687463504482,0.7049897190796676,,,2.0,0.0714285714285714
99,2025-11-04T07:45:57.332687,5,45,30,0.4673809968051998,0.2378191320470138,6.226828841587425,1.6021841315163918,0.4,0.5908554611043486,0.1767807502850777,0.715397287994379,,3.0,2.0,0.10526315789473695
100,2025-11-04T07:45:57.360264,7,42,30,0.32858501222993813,0.15809024501754645,8.851320181492651,2.0023191695306233,0.5714285714285714,0.38773107465996404,0.13896700688376065,0.5750213293050327,1.0,2.0,4.0,0.19999999999999996
101,2025-11-04T07:45:57.399408,10,63,30,0.3864735274080553,0.3249669753071598,9.560984071013934,7.243313086100107,0.7,0.4648284069915225,0.0,0.8927444722133419,1.0,4.0,5.0,0.1333333333333333
102,2025-11-04T07:45:57.435147,7,56,30,0.2249775713082328,0.13964658479957737,8.073684702570306,2.1859695697136097,0.5714285714285714,0.24259115778971324,0.05351751459446566,0.47173675941195414,,3.0,4.0,0.06857142857142873
103,2025-11-04T07:45:57.465317,6,45,30,0.11728874287459105,0.09613075417269419,9.230206167165589,2.658842600555841,0.8333333333333334,0.1297983623404604,0.0,0.27018870720813826,,1.0,5.0,0.06060606060606055
104,2025-11-04T07:45:57.497671,6,55,30,0.21071353450449135,0.1584610519553546,9.401739516678697,4.795638336531696,0.3333333333333333,0.2176288924792994,0.0699242270554398,0.5387339874172435,,4.0,2.0,0.03623188405797095
105,2025-11-04T07:45:57.529841,3,50,30,0.2629973984688012,0.08531604167266554,9.244954895381555,3.50866502996107,0.3333333333333333,0.31802713892541135,0.16373628060869955,0.3720305104661257,1.0,1.0,1.0,0.25
106,2025-11-04T07:45:57.556527,5,42,30,0.17996265755102642,0.12197097496565203,8.764751402741343,0.45259676928779924,0.4,0.26639611474574704,0.0,0.2957002479299762,,3.0,2.0,0.07058823529411762
107,2025-11-04T07:45:57.596077,5,66,30,0.46899353261507226,0.20568850562578703,5.254879619587179,2.446130666933408,0.4,0.47807108447667,0.2377001396747082,0.8192440249779873,,3.0,2.0,0.04210526315789487
108,2025-11-04T07:45:57.621098,9,46,30,0.26509184668529373,0.24748009736450305,6.139870724364431,2.5588500137296832,0.4444444444444444,0.3728282063327468,0.0,0.6674047089985653,2.0,4.0,3.0,0.19753086419753085
109,2025-11-04T07:45:57.652452,6,55,30,0.4657613920416365,0.31677851919728306,7.138082093391396,4.194094825217603,0.5,0.486467800545866,0.10771813477888983,0.8995239265363424,,3.0,3.0,0.0714285714285714
110,2025-11-04T07:45:57.684207,7,53,30,0.4036344870500709,0.21768399203909103,6.013522196078915,2.9349409938035627,0.7142857142857143,0.4332740623610232,0.0,0.689350088361925,,3.0,4.0,0.05494505494505497
111,2025-11-04T07:45:57.714567,9,50,30,0.348489032759113,0.21625638726372906,7.681598635862268,2.6276359300059857,0.4444444444444444,0.3823096653696805,0.11938928541477942,0.814429965886219,,6.0,3.0,0.06060606060606055
112,2025-11-04T07:45:57.742511,7,48,30,0.2854686552854653,0.2322483646595793,6.891412443397855,5.86733575320718,0.7142857142857143,0.42394453272854,0.0,0.6390066580008491,1.0,2.0,4.0,0.10285714285714298
113,2025-11-04T07:45:57.772639,2,44,30,0.18524620639041112,0.1283226634818316,8.41056173251868,0.8486006880288852,0.5,0.12025943084756566,0.056923542908579504,0.31356886987224275,,1.0,1.0,0.0714285714285714
114,2025-11-04T07:45:57.803745,4,49,30,0.4332277665036677,0.2513136759654536,6.599984232766668,2.265591757602862,0.75,0.47197276728857684,0.08161653031273772,0.788186845585912,1.0,1.0,2.0,0.20833333333333326
115,2025-11-04T07:45:57.827297,5,37,30,0.3251810205910575,0.13777321627076447,6.8661776505683365,1.7379597691175845,0.8,0.4448897070636394,0.16230694387773753,0.5397766648037914,,1.0,4.0,0.04210526315789487
116,2025-11-04T07:45:57.855575,6,47,30,0.2828493750773444,0.12645098639388017,6.283596320031594,2.244185103525033,0.16666666666666666,0.3402571378561307,0.09719824312412766,0.46307786365508025,,5.0,1.0,0.03623188405797095
117,2025-11-04T07:45:57.882304,8,49,30,0.25496105903820926,0.1607343311770662,6.714458984525062,1.716626348619628,0.5,0.3931219345796042,0.0,0.4841050768155015,1.0,3.0,4.0,0.14423076923076916
118,2025-11-04T07:45:57.912633,8,52,30,0.40115636142840483,0.3299456253509188,10.120701335972456,5.5921528497766575,0.375,0.3882375415019713,0.011650593041843828,1.0,,5.0,3.0,0.0766129032258065
119,2025-11-04T07:45:57.952506,5,61,30,0.2841142893848917,0.18271049848418983,9.166158392613692,2.9062250681475907,0.4,0.3049192785440818,0.13367050881293116,0.6178916741097065,1.0,2.0,2.0,0.17500000000000004
120,2025-11-04T07:45:57.987352,3,53,30,0.09586541354844307,0.1191286229716305,6.414867476904438,2.5977141229276453,0.3333333333333333,0.2263268127567676,0.0,0.2637764937095581,,2.0,1.0,0.1333333333333333
121,2025-11-04T07:45:58.014153,6,43,30,0.4124838597619984,0.13589157754685222,7.819667832973938,2.1971024885370216,0.3333333333333333,0.42763250135177255,0.2803650182914768,0.6638960666916278,,4.0,2.0,0.10317460317460303
122,2025-11-04T07:45:58.045944,6,51,30,0.3205865206479141,0.2414950295004413,6.9626486405833985,2.9184501918132617,0.3333333333333333,0.3253061964924713,0.10169882674765057,0.8264434187649461,,4.0,2.0,0.06666666666666665
123,2025-11-04T07:45:58.077566,10,58,30,0.27015870076815823,0.1300219744909395,8.752526022426633,4.3702884852685315,0.5,0.26921559498024666,0.04987002293869877,0.4914617432271666,,5.0,5.0,0.08333333333333326
124,2025-11-04T07:45:58.107373,9,58,30,0.35989964419163034,0.26179117071007907,6.764069614959957,2.618664252060314,0.5555555555555556,0.35833508242414713,0.0,0.8270296723675314,1.0,3.0,5.0,0.19157088122605348
125,2025-11-04T07:45:58.139368,4,53,30,0.4020082411801045,0.20518101294238877,6.750121247537056,3.739771034738803,0.75,0.43518195589903463,0.19798243278422417,0.7410835117854253,,2.0,2.0,0.050000000000000044
126,2025-11-04T07:45:58.163711,6,40,30,0.38466094644696186,0.17670955941111502,6.632886993806501,3.2233642811041716,0.5,0.4169231262579283,0.10823873540142001,0.6764678580637701,,4.0,2.0,0.06060606060606055
127,2025-11-04T07:45:58.193818,5,50,30,0.3484480829157602,0.2029836346217969,7.993682589235355,4.8621277080749685,0.4,0.4006635651098535,0.11233163471868504,0.6312973482488835,,3.0,2.0,0.17500000000000004
